RAF 14 Airfoil Source: http://www.ds-cats.com/~kurisawa/aeronautics/Airfoils/01-0036.html
    18. 18.
    
0   .0068
.01 .0167
.02 .0227
.03 .0278
.04 .0323
.06 .0400
.08 .0466
.10 .0525
.15 .0618
.20 .0663
.30 .0706
.40 .0682
.50 .0650
.60 .0608
.70 .0543
.80 .0428
.90 .0265
1.0 .0038

0   .0068
.01 .0015
.02 .0006
.03 .0001
.04 .00
.06 .0004
.08 .0020
.10 .0039
.15 .0094
.20 .0122
.30 .0139
.40 .0127
.50 .0106
.60 .0085
.70 .0062
.80 .0042
.90 .0019
1.0 .0038
